Course,Area,Topic,In_Level_1,In_Level_2,In_Level_3,In_Level_4,Reoccurs
ChemicalEngineering,Area1,"print, sufficient, review, vmgos, correct",0,1,1,0,1
ChemicalEngineering,Area1,"integral, introductory, syllabus, vmgos, course",0,0,0,0,0
ChemicalEngineering,Area1,"authority, approval, region, industry, concerned",0,0,0,0,0
ChemicalEngineering,Area1,"grammar, edit, committee, present, review",0,1,1,0,1
ChemicalEngineering,Area1,"print, version, sufficient, copy, correct",0,0,0,0,0
ChemicalEngineering,Area1,"influence, conduct, study, determine, make",1,1,1,0,1
ChemicalEngineering,Area1,"program, influence, conduct, study, determine",1,1,1,0,1
ChemicalEngineering,Area1,"influence, conduct, study, determine, make",1,1,1,0,1
ChemicalEngineering,Area1,"play, attractive, cartoon, retention, make",1,0,0,0,0
ChemicalEngineering,Area1,"activity, mmsus, workplace, mmsu, graduate",1,1,0,0,1
ChemicalEngineering,Area1,"review, activity, determine, recommend, program",1,1,1,0,1
ChemicalEngineering,Area1,"clearly, character, attitude, moral, term",0,1,0,0,0
ChemicalEngineering,Area1,"determine, recommend, program, objective, survey",1,1,1,0,1
ChemicalEngineering,Area1,"specific, formulate, suit, survey, objective",0,1,1,0,1
ChemicalEngineering,Area1,"determine, recommend, program, objective, survey",1,1,1,0,1
ChemicalEngineering,Area1,"awareness, study, result, conduct, acceptability",1,0,1,0,0
ChemicalEngineering,Area1,"awareness, result, conduct, acceptability, stakeholder",1,0,1,0,0
ChemicalEngineering,Area1,"revision, review, program, survey, objective",1,1,1,0,0
ChemicalEngineering,Area1,"marketplace, permit, bus, jeepney, hall",0,0,1,0,0
ChemicalEngineering,Area1,"congruency, fully, appropriate, student, document",0,0,1,0,0
ChemicalEngineering,Area10,"evaluate, plan, development, term, long",0,0,0,0,0
ChemicalEngineering,Area10,"budget, provide, specific, maintain, recommend",1,1,0,0,1
ChemicalEngineering,Area10,"retrieve, management, time, budget, document",1,1,1,0,1
ChemicalEngineering,Area10,"engineering, scheme, formulate, enroll, student",0,1,1,0,1
ChemicalEngineering,Area10,"planning, document, policy, activity, college",1,1,1,0,1
ChemicalEngineering,Area10,"attach, pertinent, comprehensive, faculty, policy",1,1,0,0,1
ChemicalEngineering,Area10,"equipment, provide, time, college, budget",1,1,0,0,1
ChemicalEngineering,Area10,"easily, retrieve, activity, order, document",1,1,1,0,1
ChemicalEngineering,Area10,"recommends, operation, allocation, monitor, specific",1,0,0,0,0
ChemicalEngineering,Area10,"maintain, team, recommends, monitor, specific",1,0,0,0,0
ChemicalEngineering,Area10,"participation, encourage, easy, preparation, budget",1,1,0,0,0
ChemicalEngineering,Area10,"relevant, attach, faculty, period, document",1,1,1,0,1
ChemicalEngineering,Area10,"generate, resource, measure, implementation, student",0,1,1,0,1
ChemicalEngineering,Area10,"client, post, office, possible, unit",0,1,1,0,1
ChemicalEngineering,Area10,"provide, management, copy, repository, institution",1,1,0,0,0
ChemicalEngineering,Area10,"update, improve, action, document, present",1,1,1,0,0
ChemicalEngineering,Area10,"period, cover, update, document, present",1,1,1,0,0
ChemicalEngineering,Area10,"revise, concern, student, logbook, issue",0,1,1,0,0
ChemicalEngineering,Area10,"satisfaction, survey, unit, improve, action",0,1,1,0,0
ChemicalEngineering,Area10,"event, caption, activity, indicate, document",1,1,1,0,0
ChemicalEngineering,Area2,"graduate, complete, faculty, encourage, member",1,1,1,0,1
ChemicalEngineering,Area2,"load, teach, schedule, class, faculty",1,1,1,0,1
ChemicalEngineering,Area2,"support, administration, budget, development, faculty",1,1,1,0,1
ChemicalEngineering,Area2,"organization, membership, grow, member, encourage",1,1,0,0,1
ChemicalEngineering,Area2,"material, instructional, research, member, preparation",1,1,1,0,1
ChemicalEngineering,Area2,"instructional, enhance, develop, learn, observe",1,0,1,0,1
ChemicalEngineering,Area2,"different, preparation, subject, academic, observe",1,0,0,0,0
ChemicalEngineering,Area2,"laboratory, lecture, meet, student, faculty",1,1,1,0,1
ChemicalEngineering,Area2,"avoid, review, number, faculty, member",1,1,1,0,1
ChemicalEngineering,Area2,"number, avoid, professional, load, teach",1,1,0,0,1
ChemicalEngineering,Area2,"member, meet, continuously, faculty, degree",1,1,1,0,1
ChemicalEngineering,Area2,"manual, workbook, department, laboratory, teach",1,1,0,0,0
ChemicalEngineering,Area2,"department, laboratory, teach, faculty, continuously",1,1,1,0,1
ChemicalEngineering,Area2,"department, laboratory, teach, faculty, continuously",1,1,1,0,1
ChemicalEngineering,Area2,"upgrade, laboratory, department, teach, lecture",1,1,0,0,0
ChemicalEngineering,Area2,"live, blend, time, learn, university",1,0,1,0,0
ChemicalEngineering,Area2,"current, recent, emphasize, syllabus, instructional",1,0,1,0,0
ChemicalEngineering,Area2,"require, candidate, refereed, minimum, hire",0,0,1,0,0
ChemicalEngineering,Area2,"time, instructional, document, faculty, syllabus",1,1,1,0,0
ChemicalEngineering,Area2,"write, publishing, program, faculty, document",1,1,1,0,0
ChemicalEngineering,Area3,"evaluation, performance, outstanding, rating, faculty",1,1,1,0,1
ChemicalEngineering,Area3,"widen, submit, department, agency, student",1,0,1,0,1
ChemicalEngineering,Area3,"download, modify, not_be, reading, additional",0,0,0,0,0
